post_id,user_id,username,text,hashtags,mentions,timestamp,like_count,reply_count,retweet_count,quote_count,bookmark_count,impressions,followers_count,following_count,verified,bio,location,language,is_reply,in_reply_to_user_id,referenced_tweet_id,referenced_tweet_type,gender,age_group,region,demographic_source,conversation_id,display_name,category,verified_type
1900000000013086627,3000082716,njorogecamila,"Genuinely, this is exactly the kind of nuance missing from most a surprise debut novel coverage.",BookTwitter;Books,,2025-09-01T16:21:27.000Z,22,2,3,0,1,655,568,132,False,Textile Designer. Occasionally I know what I'm talking about. Views are my own.,Singapore,en,False,,1900000000003706839,quoted,Female,25-34,Asia-Pacific,ML-inferred (profile+text model),1900000000013086627,Camila Njoroge,Books & Literature,none
1900000000012949769,3000118775,inesnakamura,RT @priyadiallo: Been tracking a shelter adoption event for a six months now — the 31.1% figure everyone's citing needs more context than it's getting.,,,2025-09-01T16:38:41.000Z,158,38,44,9,10,3995,721,113,False,"Political Analyst. Trying to post less, failing consistently. Retweets are not endorsements.","Amsterdam, Netherlands",en,False,,1900000000003870434,retweeted,Female,25-34,Europe,third-party data panel,1900000000012949769,Ines Nakamura,Pets & Animals,none
1900000000012412968,3000302895,njorogeaaliyah,"@bdelgado Not sure I buy the 32.7% number, but directionally this tracks.",LOL;SendHelp;Relatable,bdelgado,2025-09-01T17:15:06.000Z,29,6,8,2,2,2404,42,36,False,Game Developer. Writing about it as I go. Retweets are not endorsements.,"Zurich, Switzerland",de,True,3000117555,1900000000006667076,replied_to,Male,25-34,Europe,census-calibrated estimate,1900000000006667076,Aaliyah Njoroge,Humor & Memes,none
1900000000002806781,3000246853,fatima.ochoa,@mayakaur this aged well given what Northshelf Studio just did.,OOTD;Skincare,mayakaur,2025-09-01T18:12:30.000Z,141,16,8,1,4,1964,68,61,False,"Community Organizer. Trying to post less, failing consistently. Ask me anything.","Jakarta, Indonesia",id,True,3000258050,1900000000002025099,replied_to,Male,25-34,Asia-Pacific,self-reported (onboarding survey),1900000000001723023,Fatima Ochoa,Fashion & Beauty,none
1900000000003716223,3000215036,naomi_havel,RT @hassanrey97: 43.3% swing since last six months and index fund rebalancing still manages to surprise me.,StockMarket,,2025-09-01T18:23:42.000Z,175,23,35,3,38,3967,988,70,False,Stand-up Comedian. Writing about it as I go. she/her,"Manila, Philippines",en,False,,1900000000001211006,retweeted,Female,45-54,Asia-Pacific,inferred from engagement graph,1900000000003716223,Naomi Havel,Finance,none
1900000000005192515,3000107803,owen.marchetti,"@naomi_havel Not sure I buy the 4.8% number, but directionally this tracks.",ClimateChange;EVs;RenewableEnergy,naomi_havel,2025-09-01T19:00:43.000Z,108,30,18,4,27,2758,14030,52,False,"Sports Reporter. Occasionally I know what I'm talking about. Long-time lurker, occasional poster.","Denver, CO",en,True,3000215036,1900000000004197930,replied_to,Female,45-54,North America,third-party data panel,1900000000002252663,Owen Marchetti,Climate & Energy,none
1900000000007496773,3000045147,sarai.diallo,"@cabreracaleb Not sure I buy the 53.4% number, but directionally this tracks.",,cabreracaleb,2025-09-01T19:12:36.000Z,55,9,13,1,6,1504,1254,216,True,Community Organizer. Occasionally I know what I'm talking about. Always learning.,"Cairo, Egypt",ar,True,3000048610,1900000000000892556,replied_to,Male,35-44,Middle East & Africa,ML-inferred (profile+text model),1900000000000892556,Sarai Diallo,Sports,blue
1900000000006181027,3000145111,aiden.njoroge,"@divya_lindberg lol yep, called it.",StockMarket;Economy;Markets,divya_lindberg,2025-09-01T20:18:13.000Z,239,54,82,29,25,3447,121,294,False,Investment Analyst. Trying to make things a little better.,"New York, NY",en,True,3000256792,1900000000001796937,replied_to,Male,18-24,North America,platform-provided estimate,1900000000000438519,Aiden Njoroge,Finance,none
1900000000013328935,3000148335,lucas.chen,"RT @moreauleila: meal-kit pricing creep and fermentation going mainstream are basically the whole story of this cycle, and I don't think most coverage has caught up.",Coffee,,2025-09-01T20:32:20.000Z,173,31,46,9,44,4607,23060,82,False,Environmental Consultant. Formerly at a much smaller company. Based in Chicago.,"Chicago, IL",en,False,,1900000000005051176,retweeted,Male,55-64,North America,third-party data panel,1900000000013328935,Lucas Chen,Food & Drink,none
1900000000008277680,3000142691,aaliyahkal26,@miramoreau This tracks with what Bluecrest Entertainment reported too.,Entertainment;PopCulture,miramoreau,2025-09-01T20:54:44.000Z,93,19,9,1,11,2067,1270,191,True,"Textile Designer. Trying to post less, failing consistently. Plant parent.","Montreal, Canada",fr,True,3000040112,1900000000003395487,replied_to,Male,45-54,North America,ML-inferred (profile+text model),1900000000000028090,Aaliyah Kallas,Entertainment,blue
1900000000004377107,3000098322,gustavochen,@naomi_havel This tracks with what Quantara Systems reported too.,DevTools,naomi_havel,2025-09-01T21:48:24.000Z,123,20,41,2,32,2292,2079,86,False,Veterinarian. Occasionally I know what I'm talking about. Plant parent.,"Bangkok, Thailand",th,True,3000215036,1900000000004000913,replied_to,Non-binary,55-64,Asia-Pacific,platform-provided estimate,1900000000000838698,Gustavo Chen,Technology,none
1900000000011224513,3000091050,nina_alvarado,"@aaliyah_delgado Not sure I buy the 21.1% number, but directionally this tracks.",Homebuying,aaliyah_delgado,2025-09-01T21:54:04.000Z,243,38,52,14,34,4294,1174,55,False,Research Scientist. Writing about it as I go. Trying to make things a little better.,"Taipei, Taiwan",zh,True,3000165150,1900000000007250144,replied_to,Male,18-24,Asia-Pacific,third-party data panel,1900000000007250144,Nina Alvarado,Real Estate,none
1900000000002333597,3000031667,biancalindqvist,@sgirard This tracks with what the Cascade Wolves reported too.,Football,sgirard,2025-09-01T22:13:29.000Z,79,10,17,3,8,5428,2357,555,True,Civil Engineer. Trying to make things a little better.,"Seoul, South Korea",ko,True,3000117273,1900000000000004280,replied_to,Male,18-24,Asia-Pacific,ML-inferred (profile+text model),1900000000000001344,Bianca Lindqvist,Sports,blue
1900000000006348635,3000131497,nina.iyer,"@tfarouk Question for people closer to cloud egress pricing than me — is the 47.7% figure from Orbiton Labs holding up under real conditions, or is that a best-case number?",AI;Tech;SoftwareEngineering,tfarouk,2025-09-01T23:35:42.000Z,78,8,25,10,20,2537,102,946,False,"Marketing Strategist. Trying to post less, failing consistently. Occasional hot takes.","São Paulo, Brazil",pt,False,,,,Male,18-24,Latin America,inferred from engagement graph,1900000000006348635,Nina Iyer,Technology,none
1900000000013696398,3000036564,theomuller,Watching Halcyon Media closely because their approach to a reboot nobody asked for could reset expectations across the board within a quarter.,PopCulture;Entertainment;TVTalk,,2025-09-02T00:08:18.000Z,99,8,13,4,17,2236,1232,229,False,High School Teacher. Occasionally I know what I'm talking about. Here for the discourse.,"Cape Town, South Africa",en,False,,,,Female,18-24,Middle East & Africa,ML-inferred (profile+text model),1900000000013696398,Theo Muller,Entertainment,none
1900000000011204074,3000216659,kkapoor,@yukimul70 Can you share where the 36.9% figure came from?,,yukimul70,2025-09-02T00:21:10.000Z,63,6,3,0,2,2206,37,281,False,Grad Student. DMs open.,"Milan, Italy",it,True,3000257006,1900000000003609436,replied_to,Female,35-44,Europe,inferred from engagement graph,1900000000001218515,Kwame Kapoor,Technology,none
1900000000010085495,3000031941,mayasuz19,"RT @ghaddad: Genuinely, the eternal struggle of laundry is moving faster than most projections assumed. a small local team's latest numbers show a 33.7% change over the last couple of weeks, and still forming an opinion, open to being convinced otherwise.",LOL;Relatable,,2025-09-02T00:23:09.000Z,59,11,12,4,9,1479,108,61,False,Urban Planner. Not a financial advisor.,"Bengaluru, India",en,False,,1900000000009347077,retweeted,Female,35-44,Asia-Pacific,ML-inferred (profile+text model),1900000000010085495,Maya Suzuki,Humor & Memes,none
1900000000005057327,3000133725,astrid_bergströ,"RT @gretafar93: Cobblestone Bakery's take on the return of a childhood snack is getting a lot of pushback, and honestly some of it is fair.",Foodie,,2025-09-02T01:00:38.000Z,48,8,4,0,5,1089,40,208,False,Research Scientist. Formerly at a much smaller company. Opinions subject to change.,"Dublin, Ireland",en,False,,1900000000003787701,retweeted,Female,25-34,Europe,platform-provided estimate,1900000000005057327,Astrid Bergström,Food & Drink,none
1900000000012556418,3000224350,priyansh_bergst,@owencas63 Respectfully disagree. adulting in general matters less than Mondays in general in practice.,SendHelp;LOL,owencas63,2025-09-02T02:15:14.000Z,447,67,87,14,122,13175,33721,56,False,"High School Teacher. Trying to post less, failing consistently. Always learning.","Austin, TX",en,True,3000186350,1900000000005183171,replied_to,Male,55-64,North America,ML-inferred (profile+text model),1900000000005183171,Priyansh Bergström,Humor & Memes,none
1900000000011463868,3000250231,greta.holm,@kwame.havel Respectfully disagree. a slow Sunday morning matters less than a spontaneous day trip in practice.,MorningRoutine;Lifestyle,kwame.havel,2025-09-02T02:36:29.000Z,24,0,1,0,2,760,270,275,False,Real Estate Agent. DMs open.,"Bengaluru, India",en,True,3000167081,1900000000009011594,replied_to,Male,25-34,Asia-Pacific,ML-inferred (profile+text model),1900000000009011594,Greta Holm,Lifestyle,none
1900000000000483147,3000032435,vossamina,"@sofie_larsen Same experience here, honestly thought it was just me.",,sofie_larsen,2025-09-02T03:36:51.000Z,442,47,141,14,70,5014,23871,108,True,Copywriter. Plant parent.,"Seoul, South Korea",ko,True,3000257430,1900000000000059108,replied_to,Male,25-34,Asia-Pacific,platform-provided estimate,1900000000000059108,Amina Voss,Science & Space,blue
1900000000005939602,3000109134,miloibr91,"Reminder that municipal budget negotiations is not the same thing as public sector union contracts, even though everyone keeps conflating the two.",,,2025-09-02T03:45:58.000Z,9,1,1,0,0,5235,2890,157,False,UX Designer. he/him,"Paris, France",fr,False,,,,Female,35-44,Europe,ML-inferred (profile+text model),1900000000005939602,Milo Ibrahim,Politics,none
1900000000010847855,3000009751,rosacabrera,"RT @thechen: Driftlight Pictures's take on an indie breakout hit is getting a lot of pushback, and honestly some of it is fair.",Streaming,,2025-09-02T03:59:26.000Z,1,0,0,0,0,113,38,432,False,"Music Producer. Trying to post less, failing consistently. Trying to make things a little better.","London, UK",en,False,,1900000000004771189,retweeted,Female,25-34,Europe,census-calibrated estimate,1900000000010847855,Rosa Cabrera,Entertainment,none
1900000000010653273,3000166998,hassan_yamamoto,an indie bookstore reopening and I have never been more in sync.,BookTwitter;Books;AmReading,,2025-09-02T05:12:02.000Z,52,5,3,0,10,2217,2068,38,False,"Voice Actor. Two kids, one dog, zero free time. he/him","Atlanta, GA",en,False,,,,Male,55-64,North America,third-party data panel,1900000000010653273,Hassan Yamamoto,Books & Literature,none
1900000000000735854,3000102773,calebdubois,"RT @idris_njoroge: Hot take: used car price swings gets more attention than it deserves. The real story is charging network reliability, not used car price swings. Change my mind.",CarTwitter;Automotive,,2025-09-02T07:22:20.000Z,544,46,185,14,127,11930,29646,634,True,Financial Planner. Formerly at a much smaller company. Retweets are not endorsements.,"London, UK",en,False,,1900000000000031423,retweeted,Male,35-44,Europe,ML-inferred (profile+text model),1900000000000735854,Caleb Dubois,Automotive,government
1900000000013164531,3000020303,dosei,RT @divya.kapoor: 5.6% swing since last month and committee hearing schedules still manages to surprise me.,Politics;Government,,2025-09-02T07:33:28.000Z,124,7,11,1,32,3219,868,1523,False,Political Analyst. Dog parent.,"Toronto, Canada",en,False,,1900000000007691800,retweeted,Female,18-24,North America,third-party data panel,1900000000013164531,Diego Osei,Politics,none
1900000000010365183,3000019834,rokafor,Every month someone declares battery chemistry breakthroughs 'solved.' Every month we find out it wasn't.,,,2025-09-02T08:25:27.000Z,529,93,104,34,125,30178,79223,376,True,Product Designer. Opinions subject to change.,"Mumbai, India",en,False,,,,Female,18-24,Asia-Pacific,census-calibrated estimate,1900000000010365183,Rowan Okafor,Technology,blue
1900000000000249413,3000108853,naomihaddad,"32.0% is doing a lot of work in this thread, but the underlying point about the school pickup logistics grind still stands.",FamilyFirst,tobiaslindberg,2025-09-02T08:51:34.000Z,184,43,52,16,9,3645,17,299,False,"Copywriter. Trying to post less, failing consistently. DMs open.","Ho Chi Minh City, Vietnam",vi,False,,1900000000000038254,quoted,Female,18-24,Asia-Pacific,ML-inferred (profile+text model),1900000000000249413,Naomi Haddad,Parenting & Family,none
1900000000004254664,3000060780,leilarey7,@bashaidris Genuinely didn't expect to agree with this take but here we are.,SendHelp;LOL;Mood,bashaidris,2025-09-02T09:19:08.000Z,353,52,97,15,34,11453,26535,328,True,"Music Producer. Two kids, one dog, zero free time. Not a financial advisor.","Paris, France",fr,True,3000200497,1900000000003963452,replied_to,Male,25-34,Europe,self-reported (onboarding survey),1900000000003722161,Leila Reyes,Humor & Memes,business
1900000000005279099,3000011806,elifcastellano,RT @ethantanaka: Watching Ledgerlight Protocol closely because their approach to NFT royalty enforcement could reset expectations across the board within a month.,DeFi;Crypto,,2025-09-02T10:12:06.000Z,138,4,13,5,29,2861,1750,51,True,"Photographer. Two kids, one dog, zero free time. Retweets are not endorsements.","Lima, Peru",es,False,,1900000000004715762,retweeted,Male,35-44,Latin America,ML-inferred (profile+text model),1900000000005279099,Elif Castellano,Crypto & Web3,business
1900000000006708144,3000154493,isabellanov44,"RT @aaliyahkal26: Question for people closer to a size-inclusive line launch than me — is the 9.5% figure from Everline Fashion holding up under real conditions, or is that a best-case number?",StyleTips;Beauty;Fashion,,2025-09-02T10:35:18.000Z,73,5,3,0,11,3695,40,269,False,"Nurse Practitioner. Occasionally I know what I'm talking about. Long-time lurker, occasional poster.","Toronto, Canada",en,False,,1900000000001043980,retweeted,Male,18-24,North America,platform-provided estimate,1900000000006708144,Isabella Novak,Fashion & Beauty,none
1900000000001830736,3000068630,marcoibrahim,Worth reading in full — the point about a rescue dog's first week home is easy to miss on a skim.,DogsOfTwitter,,2025-09-02T10:43:47.000Z,589,88,33,4,57,7150,15449,787,True,"Urban Planner. Trying to post less, failing consistently. they/them","Seattle, WA",en,False,,1900000000001135855,quoted,Female,18-24,North America,third-party data panel,1900000000001830736,Marco Ibrahim,Pets & Animals,blue
1900000000000208709,3000249816,felixrey98,"@dbergström Appreciate the breakdown, saving this.",BookTwitter,dbergström,2025-09-02T11:57:29.000Z,74,4,2,0,11,1940,100,106,False,Sports Reporter. Formerly at a much smaller company. Coffee-powered.,"New York, NY",en,True,3000228879,1900000000000069006,replied_to,Male,25-34,North America,third-party data panel,1900000000000012920,Felix Reyes,Books & Literature,none
1900000000012762188,3000142691,aaliyahkal26,@kallasjunko Genuinely didn't expect to agree with this take but here we are.,,kallasjunko,2025-09-02T12:00:59.000Z,3,0,1,0,0,1014,1270,191,True,"Textile Designer. Trying to post less, failing consistently. Plant parent.","Montreal, Canada",fr,True,3000219043,1900000000002873634,replied_to,Male,45-54,North America,ML-inferred (profile+text model),1900000000002156061,Aaliyah Kallas,Music,blue
1900000000008977969,3000158638,trossi,"If you work anywhere near fermentation going mainstream, the next year matters more than usual. Cobblestone Bakery is setting the pace and everyone else is reacting.",,,2025-09-02T12:23:42.000Z,52,13,15,1,8,1741,36,319,False,"Marketing Strategist. Two kids, one dog, zero free time. Building in public.","Zurich, Switzerland",de,False,,,,Male,25-34,Europe,ML-inferred (profile+text model),1900000000008977969,Tariq Rossi,Food & Drink,none
1900000000007312052,3000114247,noorosei,RT @thehavel: Been tracking a controversial balance patch for a year now — the 11.1% figure everyone's citing needs more context than it's getting.,PCGaming;IndieGames,,2025-09-02T12:33:59.000Z,161,16,16,6,26,1901,402,305,False,"Real Estate Agent. Trying to post less, failing consistently. Not a financial advisor.","Lisbon, Portugal",pt,False,,1900000000006342473,retweeted,Female,25-34,Europe,ML-inferred (profile+text model),1900000000007312052,Noor Osei,Gaming,none
1900000000005580027,3000049950,milo.weiss,@cadeyemi Following up on this — Northgate Auto Group shared something similar last month.,Cars;CarTwitter,cadeyemi,2025-09-02T12:34:23.000Z,258,75,67,12,22,3827,66,32,False,"Financial Planner. Two kids, one dog, zero free time. Opinions subject to change.","Athens, Greece",el,True,3000221381,1900000000001045409,replied_to,Female,35-44,Europe,ML-inferred (profile+text model),1900000000000169344,Milo Weiss,Automotive,none
1900000000004074895,3000156434,delgadonikolai,"@aidensato lol yep, called it.",,aidensato,2025-09-02T12:45:01.000Z,189,28,35,6,38,3483,83,121,False,Travel Blogger. Writing about it as I go. Occasional hot takes.,"Mumbai, India",en,True,3000140284,1900000000001629681,replied_to,Female,35-44,Asia-Pacific,ML-inferred (profile+text model),1900000000001629681,Nikolai Delgado,Education,none
1900000000002178264,3000017313,wrenvos73,"@fatimamarchetti Not sure I buy the 8.3% number, but directionally this tracks.",Entrepreneurship,fatimamarchetti,2025-09-02T13:45:23.000Z,28,7,6,0,4,524,236,118,False,Game Developer. he/him,"Bengaluru, India",en,True,3000140487,1900000000001456663,replied_to,Male,18-24,Asia-Pacific,ML-inferred (profile+text model),1900000000001456663,Wren Voss,Business & Startups,none
1900000000014831908,3000002614,miloaoki,@divya.kapoor Following up on this — Fable & Frame Studios shared something similar last quarter.,BookTwitter,divya.kapoor,2025-09-02T13:48:03.000Z,8,1,1,0,1,2319,351,140,False,Startup Founder. Occasionally I know what I'm talking about. Coffee-powered.,"Denver, CO",en,True,3000094798,1900000000002190185,replied_to,Female,18-24,North America,ML-inferred (profile+text model),1900000000002190185,Milo Aoki,Books & Literature,none
1900000000006604431,3000197234,theholm,RT @priyansh_bergst: So Fable & Frame Studios quietly made a move on festival lineup announcements. Nobody's talking about it yet but they will be within a few days.,Entertainment;PopCulture,,2025-09-02T13:52:11.000Z,98,14,16,5,24,2775,34,30,False,"Data Engineer. Two kids, one dog, zero free time. Retweets are not endorsements.","Sydney, Australia",en,False,,1900000000000156089,retweeted,Male,35-44,Asia-Pacific,third-party data panel,1900000000006604431,Bianca Holm,Entertainment,none
